Publisher,Time,Author,Title
DK,10/1/12,Dorling Kindersley Publishing Staff,Fashion: The Definitive History of Costume and Style
Marian Press,8/28/16,Donald H. Calloway,Champions of the Rosary: The History and Heroes of a Spiritual Weapon
Yen Press,8/30/16,Reki Kawahara,Sword Art Online 8 (light novel): Early and Late
Random House Publishing Group,10/28/91,Isaac Asimov,Second Foundation (Foundation Series #3)
F+W Media,11/18/14,Nancy Hendrickson,Unofficial Guide to Ancestry.com: How to Find Your Family History on the No. 1 Genealogy Website
Penguin Publishing Group,11/7/17,Richard J. Evans,The Pursuit of Power: Europe 1815-1914
Pearson,7/28/09,Louis Giannetti,Flashback: A Brief Film History / Edition 6
Random House Publishing Group,8/28/94,Karen Armstrong,"A History of God: The 4000 Year Quest for Judaism, Christianity and Islam"
"Grove/Atlantic, Inc.",9/15/16,Legs McNeil,Please Kill Me: The Uncensored Oral History of Punk
HarperCollins Publishers,1/30/18,Matthew Restall,When Montezuma Met Cortés: The True Story of the Meeting that Changed History
HarperCollins Publishers,4/3/18,Justina Ireland,Dread Nation
DC Comics,9/8/15,Brian Buccellato,The Flash Vol. 5: History Lessons (The New 52)
Applause Theatre & Cinema Books,10/2/17,Stephen Jones,The Art of Horror Movies: An Illustrated History
Dover Publications,11/6/01,Bruce LaFontaine,"American Muscle Cars, 1960-1975"
Baen,12/19/17,Eric Flint,1636: Mission to the Mughals
Random House Publishing Group,4/30/13,Naomi Novik,Crucible of Gold (Temeraire Series #7)
Tom Doherty Associates,8/4/15,John Scalzi,Lock In
"Barron's Educational Series, Incorporated",11/1/16,Eugene V. Resnick,Regents Exams and Answers: U.S. History and Government
Agate,10/10/17,Chicago Tribune Staff,The Chicago Tribune Book of the Chicago Blackhawks: A Decade-by-Decade History
PublicAffairs,10/10/17,Lawrence Freedman,The Future of War: A History
HarperCollins Publishers,10/24/17,Michael Klastorin,Close Encounters of the Third Kind: The Ultimate Visual History
Random House Publishing Group,10/28/91,Isaac Asimov,Foundation and Empire (Foundation Series #2)
Knopf Doubleday Publishing Group,9/27/05,Philip Roth,The Plot Against America
Penguin Publishing Group,2/7/17,John Sandford,Saturn Run
Random House Publishing Group,2/28/94,Isaac Asimov,Forward the Foundation
Oxford University Press,9/30/16,Edward Berenson,Europe in the Modern World: A New Narrative History Since 1500 / Edition 1
Perigee,6/3/16,Elizabeth Kerri Mahon,Scandalous Women: The Lives and Loves of History's Most Notorious Women
HarperCollins Publishers,8/30/05,Ray Bradbury,A Sound of Thunder and Other Stories
Texas A&M University Press,12/6/17,Diana Finlay Hendricks,Delbert McClinton: One of the Fortunate Few
Atria Books,10/3/17,Erik Malinowski,Betaball: How Silicon Valley and Science Built One of the Greatest Basketball Teams in History
National Geographic Society,10/8/13,Cheryl Harness,Ye Olde Weird but True: 300 Outrageous Facts from History
Oxford University Press,6/26/15,James Carter,Forging the Modern World: A History / Edition 1
Oregon State University Press,3/1/03,Robin Wall Kimmerer,Gathering Moss: A Natural and Cultural History of Mosses
Oxford University Press,6/1/17,Howard Jones,"My Lai: Vietnam, 1968, and the Descent into Darkness"
"Barron's Educational Series, Incorporated",10/1/15,Romano,Regents Exams and Answers: Global History and Geography
"Norton, W. W. & Company, Inc.",9/23/13,Susan Wise Bauer,The History of the Renaissance World: From the Rediscovery of Aristotle to the Conquest of Constantinople
Pearson,1/13/14,Mary Warner Marien,Photography: A Cultural History / Edition 4
"Norton, W. W. & Company, Inc.",11/9/12,George Brown Tindall,America: A Narrative History / Edition 10
The Well-Trained Mind Press,4/17/06,Susan Wise Bauer,The Story of the World: History for the Classical Child: Volume 1: Ancient Times: From the Earliest Nomads to the Last Roman Emperor
"Oxford University Press, USA",9/23/09,Daniel Walker Howe,"What Hath God Wrought: The Transformation of America, 1815-1848"
Yale University Press,10/24/17,Abbas Amanat,Iran: A Modern History
Inkshares,7/25/17,Tal M. Klein,The Punch Escrow
Insight Editions,9/19/17,Caseen Gaines,The Dark Crystal: The Ultimate Visual History
Oxford University Press,12/11/15,James Oakes,"Of the People: A History of the United States, Volume 2: Since 1865 / Edition 3"
DK,4/21/14,R.G. Grant,World War I: The Definitive Visual History
HarperCollins Publishers,9/8/09,Michael Haag,The Templars: The History and the Myth
HarperCollins Publishers,3/21/17,David Enrich,"The Spider Network: The Wild Story of a Math Genius, a Gang of Backstabbing Bankers, and One of the Greatest Scams in Financial History"
HarperCollins Publishers,10/10/17,Tori Telfer,Lady Killers: Deadly Women Throughout History
St. Martin's Press,9/26/17,David Downie,A Taste of Paris: A History of the Parisian Love Affair with Food
Simon Pulse,8/21/12,Scott Westerfeld,Goliath (Leviathan Series #3)
DK,4/5/16,Dorling Kindersley Publishing Staff,The American Revolution: A Visual History
Yen Press,4/21/15,Reki Kawahara,Sword Art Online 4: Fairy Dance (light novel)
Proven Publishing,1/22/16,Supreme Understanding,"When The World Was Black , Part One: The Untold History of the World's First Civilizations Prehistoric Culture"
"Norton, W. W. & Company, Inc.",10/10/17,David Philipps,"Wild Horse Country: The History, Myth, and Future of the Mustang"
Random House Publishing Group,4/28/98,Harry Turtledove,How Few Remain (Prequel to The Great War Series)
HarperCollins Publishers,6/13/17,Scott Nations,A History of the United States in Five Crashes: Stock Market Meltdowns That Defined a Nation
DK,4/4/17,Peter Sanderson,"Marvel Year by Year: A Visual History, Updated and Expanded"
Knopf Doubleday Publishing Group,4/5/16,Paolo Bacigalupi,The Water Knife
Insight Editions,10/18/16,Paula M Block,Labyrinth: The Ultimate Visual History
Bloomsbury USA,3/6/18,Samantha Shannon,The Song Rising (Bone Season Series #3)
Regnery Publishing,7/18/16,Dinesh D'Souza,Hillary's America: The Secret History of the Democratic Party
Beacon Press,1/30/18,Jeanne Theoharis,A More Beautiful and Terrible History: The Uses and Misuses of Civil Rights History
"Norton, W. W. & Company, Inc.",9/26/17,Alan Taylor,"American Revolutions: A Continental History, 1750-1804"
"Norton, W. W. & Company, Inc.",6/28/16,John Charles Chasteen,Born in Blood and Fire: A Concise History of Latin America / Edition 4
Tom Doherty Associates,12/29/09,Orson Scott Card,Ender in Exile (Ender Quintet Series #5)
CreateSpace Publishing,6/5/15,Dave Jackson,"Stephen Curry: The Best. Easy to read children sports book with great graphic. All you need to know about Stephen Curry, one of the best basketball legends in history. (Sports book for Kids)"
"Norton, W. W. & Company, Inc.",10/17/04,William Safire,Lend Me Your Ears: Great Speeches in History
Basic Books,9/28/10,Mark Pendergrast,Uncommon Grounds: The History of Coffee and How It Transformed Our World
Penguin Publishing Group,11/14/17,Harry S. Dent,Zero Hour: Turn the Greatest Political and Financial Upheaval in Modern History to Your Advantage
Skyhorse Publishing,4/4/17,Adam Selzer,H. H. Holmes: The True History of the White City Devil
Kensington,8/27/13,Lawrence C. Ross,The Divine Nine: The History of African American Fraternities and Sororities
Atria Books,7/4/17,Ben Mezrich,Woolly: The True Story of the Quest to Revive One of History's Most Iconic Extinct Creatures
HarperCollins Publishers,9/5/17,Daniel Gordis,Israel: A Concise History of a Nation Reborn
Penguin Group UK,11/29/16,BBC,Doctor Who: A History of Humankind: The Doctor's Offical Guide
Voyageur Press,3/15/14,Jim Hinckley,"Travel Route 66: A Guide to the History, Sights, and Destinations Along the Main Street of America"
"Norton, W. W. & Company, Inc.",9/19/07,Jon Lewis,American Film: A History / Edition 1
Rizzoli,3/14/17,David T. Gilbert,Civil War Battlefields: Walking the Trails of History
Tom Doherty Associates,3/20/18,Elizabeth Bear,Stone Mad: A Karen Memory Adventure
Oxford University Press,10/1/15,Clifford R. Backman,"Cultures of the West: A History, Volume 1: To 1750 / Edition 2"
"Farrar, Straus and Giroux",2/27/18,Jeff VanderMeer,The Strange Bird: A Borne Story
Pearson,1/26/15,Penelope J.E. Davies,Janson's History of Art: The Western Tradition Enhanced Edition / Edition 8
Penguin Publishing Group,6/26/07,Ann Fessler,The Girls Who Went Away: The Hidden History of Women Who Surrendered Children for Adoption in the Decades Before Roe v. Wade
Dover Publications,1/27/98,Winky Adam,United States Coloring Book
Simon Pulse,10/30/12,Scott Westerfeld,The Leviathan Trilogy: Leviathan; Behemoth; Goliath
Penguin Publishing Group,5/28/02,Alastair Reynolds,Revelation Space (Revelation Space Series #1)
Basic Books,5/30/17,Sean McMeekin,The Russian Revolution: A New History
Penguin Publishing Group,10/27/09,Niall Ferguson,The Ascent of Money: A Financial History of the World
Knopf Doubleday Publishing Group,1/6/09,Neil Shubin,Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body
Oxford University Press,12/23/14,Michael Schaller,"American Horizons: U.S. History in a Global Context, Volume II: Since 1865, with Sources / Edition 2"
HarperCollins Publishers,10/24/17,George Mann,Doctor Who: Dalek: The Astounding Untold History of the Greatest Enemies of the Universe
St. Martin's Press,8/20/13,John Romer,A History of Ancient Egypt: From the First Farmers to the Great Pyramid
Capstone Press,2/1/13,Michael Burgan,World War II Pilots: An Interactive History Adventure
"Little, Brown and Company",6/7/16,Annie Jacobsen,"The Pentagon's Brain: An Uncensored History of DARPA, America's Top-Secret Military Research Agency"
Penguin Publishing Group,8/28/87,Robert A. Heinlein,Time Enough for Love
Dauphin Publications Inc.,3/1/14,Carroll Quigley,Tragedy and Hope: A History of the World in Our Time
Knopf Doubleday Publishing Group,10/4/11,Bill Bryson,At Home: A Short History of Private Life
Knopf Doubleday Publishing Group,11/28/99,Robert Hughes,American Visions: The Epic History of Art in America
Oxford University Press,10/1/11,Gordon S. Wood,"Empire of Liberty: A History of the Early Republic, 1789-1815"
"Little, Brown and Company",1/30/18,Annie Jacobsen,Phenomena: The Secret History of the U.S. Government's Investigations into Extrasensory Perception and Psychokinesis
Knopf Doubleday Publishing Group,11/2/10,Isaac Asimov,"Foundation, Foundation and Empire, Second Foundation"
Tom Doherty Associates,2/7/06,Robert Charles Wilson,Spin
"Hay House, Inc.",10/25/16,Ty M Bollinger,"The Truth about Cancer: What You Need to Know about Cancer's History, Treatment, and Prevention"
"Little, Brown Books for Young Readers",9/12/17,Ryan Graudin,Blood for Blood (Wolf by Wolf Series #2)
Yale University Press,1/9/18,Lisa Brooks,Our Beloved Kin: A New History of King Philip's War
Biblioasis,10/31/17,Jorge Carrion,Bookshops: A Reader's History
PRH Grupo Editorial,9/27/16,Yuval Noah Harari,Sapiens. De animales a dioses / Sapiens: A Brief History of Humankind
Yale University Press,2/28/12,Stephen J. Eskilson,"Graphic Design: A New History, second edition / Edition 2"
Kingfisher,7/15/14,Simon Basher,Mythology: Oh My! Gods and Goddesses (Basher History Series)
Oxford University Press,1/25/12,Richard Taruskin,The Oxford History of Western Music: College Edition
Princeton University Press,4/27/15,Ibn Khaldun,The Muqaddimah: An Introduction to History
"Chicago Review Press, Incorporated",9/1/02,Richard Panchyk,World War II for Kids: A History with 21 Activities
Picador,7/24/07,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-First Century (Further Updated and Expanded)
Agate,4/4/17,Chicago Tribune Staff,The Chicago Tribune Book of the Chicago Cubs: A Decade-By-Decade History
National Geographic Society,4/18/17,Michael Farquhar,"Bad Days in History: A Gleefully Grim Chronicle of Misfortune, Mayhem, and Misery for Every Day of the Year"
Random House Publishing Group,4/29/14,G. J. Meyer,The Borgias: The Hidden History
Penguin Publishing Group,5/2/17,Taylor Anderson,Blood in the Water (Destroyermen Series #11)
Oxford University Press,4/19/01,David M. Kennedy,"Freedom from Fear: The American People in Depression and War, 1929-1945"
Night Shade Books,5/5/15,Paolo Bacigalupi,The Windup Girl
Simon & Schuster,12/5/17,Stanley Bing,Immortal Life: A Soon To Be True Story
Picador,3/6/18,Pankaj Mishra,Age of Anger: A History of the Present
University of Chicago Press,10/29/17,Mark Lehner,Giza and the Pyramids: The Definitive History
HarperCollins Publishers,5/31/11,Jane Ziegelman,97 Orchard: An Edible History of Five Immigrant Families in One New York Tenement
"Little, Brown Books for Young Readers",10/6/15,Gail Carriger,Waistcoats & Weaponry (Finishing School Series #3)
Insight Editions,9/13/16,Matt Taylor,Metallica: Back to the Front: A Fully Authorized Visual History of the Master of Puppets Album and Tour
Baen,8/6/13,Larry Correia,Warbound (Grimnoir Chronicles #3)
Oxford University Press,2/1/07,Joy Hakim,A History of US: The First Americans: Prehistory-1600 A History of US Book One
Random House Publishing Group,2/26/13,Tim Weiner,Enemies: A History of the FBI
"Norton, W. W. & Company, Inc.",2/22/10,Susan Wise Bauer,The History of the Medieval World: From the Conversion of Constantine to the First Crusade
"Anness Publishing, Ltd.",3/7/16,Will Fowler,"The Illustrated World Encyclopedia of Guns: Pistols, Rifles, Revolvers, Machine And Submachine Guns Through History In 1100 Clear Photographs"
Potter/TenSpeed/Harmony,5/9/17,Dave Anthony,The United States of Absurdity: Untold Stories from American History
DK,4/4/17,Dorling Kindersley Publishing Staff,Tank: The Definitive Visual History of Armored Vehicles
Tom Doherty Associates,8/26/14,John Scalzi,Old Man's War Boxed Set 1
Barnes & Noble,6/17/04,H. G. Wells,"The Outline of History: Volume 1, Prehistory to the Roman Republic (Barnes & Noble Library of Essential Reading)"
Penguin Publishing Group,6/28/97,Stanley Karnow,Vietnam: A History
Bloomsbury USA,2/7/17,Samantha Shannon,The Mime Order (Bone Season Series #2)
Prometheus Books,1/23/18,Patrick J. Charles,Armed in America: A History of Gun Rights from Colonial Militias to Concealed Carry
Taylor & Francis,3/8/16,Joel Spring,Deculturalization and the Struggle for Equality: A Brief History of the Education of Dominated Cultures in the United States / Edition 8
Penguin Publishing Group,6/5/01,Rebecca Solnit,Wanderlust: A History of Walking
Candlewick Press,12/10/13,Kareem Abdul-Jabbar,What Color Is My World?: The Lost History of African-American Inventors
Penguin Publishing Group,6/13/17,Taylor Anderson,Devil's Due (Destroyermen Series #12)
PublicAffairs,10/8/13,Christian Wolmar,The Great Railroad Revolution: The History of Trains in America
Tom Doherty Associates,5/23/17,Sarah Gailey,River of Teeth
Bedford/St. Martin's,7/18/14,James A. Henretta,"America: A Concise History, Volume 1 / Edition 6"
"WallBuilders, Incorporated",6/28/10,David Barton,Setting the Record Straight: American History in Black and White
Tom Doherty Associates,2/4/14,Marie Brennan,A Natural History of Dragons: A Memoir by Lady Trent
Houghton Mifflin Harcourt,10/10/17,Tyler Anbinder,City of Dreams: The 400-Year Epic History of Immigrant New York
Penguin Publishing Group,9/5/06,Tony Judt,Postwar: A History of Europe Since 1945
Houghton Mifflin Harcourt,5/24/16,P. W. Singer,Ghost Fleet: A Novel of the Next World War
DK,9/13/16,Dorling Kindersley Publishing Staff,Classic Car: The Definitive Visual History
BMG Books,8/29/17,Brian Slagel,For the Sake of Heaviness: The History of Metal Blade Records
Random House Publishing Group,9/28/93,Harry Turtledove,The Guns of the South
New York University Press,4/15/08,Peter N. Stearns,World History in Documents: A Comparative Reader / Edition 2
Random House Publishing Group,3/28/89,Isaac Asimov,Prelude to Foundation
Voyageur Press,7/14/17,Emma Janzen,"Mezcal: The History, Craft & Cocktails of the World's Ultimate Artisanal Spirit"
Oxford University Press,2/8/07,Robert Middlekauff,"The Glorious Cause: The American Revolution, 1763-1789 / Edition 1"
St. Martin's Press,9/6/16,Rebecca Frankel,"War Dogs: Tales of Canine Heroism, History, and Love: Tales of Canine Heroism, History, and Love"
Zondervan,6/30/15,Devin Brown,"Discussing Mere Christianity Study Guide: Exploring the History, Meaning, and Relevance of C.S. Lewis's Greatest Book"
Cambridge University Press,10/9/17,Anne C. Bailey,The Weeping Time: Memory and the Largest Slave Auction in American History
Cengage Learning,1/1/16,Fred S. Kleiner,Gardner's Art through the Ages: A Concise Global History / Edition 4
HarperCollins Publishers,8/25/09,Neal Stephenson,Anathem
Publius Press,5/28/06,A. Ralph Epperson,The Unseen Hand: An Introduction to the Conspiratorial View of History
"Norton, W. W. & Company, Inc.",5/23/17,Mark Kurlansky,Paper: Paging Through History
Tom Doherty Associates,5/30/17,Robert Jordan,"The Wheel of Time Companion: The People, Places, and History of the Bestselling Series"
Oxford University Press,9/1/13,Craig L. Symonds,The Battle of Midway
CreateSpace Publishing,7/27/13,Suzanne Humphries MD,"Dissolving Illusions: Disease, Vaccines, and The Forgotten History"
St. Martin's Press,2/6/18,Changiz Lahidji,Full Battle Rattle: My Story as the Longest-Serving Special Forces A-Team Soldier in American History
Potter/Ten Speed/Harmony,11/1/11,Brad Thomas Parsons,"Bitters: A Spirited History of a Classic Cure-All, with Cocktails, Recipes, and Formulas"
"Little, Brown and Company",10/6/15,James Andrew Miller,"Live From New York: The Complete, Uncensored History of Saturday Night Live as Told by Its Stars, Writers, and Guests"
Templeton Press,10/9/17,Rodney Stark,Bearing False Witness: Debunking Centuries of Anti-Catholic History
"Rowman & Littlefield Publishers, Inc.",9/24/09,William Stevenson,A Man Called Intrepid: The Incredible WWII Narrative of the Hero Whose Spy Network and Secret Diplomacy Changed the Course of History
Knopf Doubleday Publishing Group,11/10/15,Sven Beckert,Empire of Cotton: A Global History
PublicAffairs,2/6/18,Yasha Levine,Surveillance Valley: The Secret Military History of the Internet
Rizzoli,10/30/12,Alberto Oliva,In Vogue: An Illustrated History of the World's Most Famous Fashion Magazine
Random House Publishing Group,1/9/07,Mark Kurlansky,The Big Oyster: History on the Half Shell
"BenBella Books, Inc.",9/19/17,Budd Friedman,The Improv: An Oral History of the Comedy Club that Revolutionized Stand-Up
HarperCollins Publishers,6/17/08,Joseph Telushkin,"Jewish Literacy Revised Ed: The Most Important Things to Know About the Jewish Religion, Its People, and Its History"
Capstone Press,8/1/13,Matt Doeden,The Oregon Trail: An Interactive History Adventure
Brandeis University Press,9/5/17,Gabrielle Rossmer Gropman,The German-Jewish Cookbook: Recipes and History of a Cuisine
Penguin Publishing Group,11/25/14,Larry Schweikart,A Patriot's History of the United States: From Columbus's Great Discovery to America's Age of Entitlement
Random House Publishing Group,9/1/15,Alan Smale,Clash of Eagles (Clash of Eagles Trilogy #1)
Windham Press,2/13/18,GED Book 2018 All Subjects Prep Team,GED Preparation 2018 All Subjects: Exam Preparation Book & Practice Test Questions for the GED Test
Potter/TenSpeed/Harmony,2/23/16,Chrissy Teigen,Cravings: Recipes for All the Food You Want to Eat
"Scholastic, Inc.",10/3/17,J. K. Rowling,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter Series #3)
Random House Publishing Group,11/28/95,Tom Robbins,Skinny Legs and All
Penguin Publishing Group,11/27/12,Penelope Lively,How It All Began: A Novel
Pocket Books,3/27/18,Mary Higgins Clark,"All By Myself, Alone: A Novel"
"Little, Brown and Company",1/22/18,James Patterson,"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderer's Row"
Lifestyle,11/6/12,Jacques Pépin,Essential Pepin Desserts: 160 All-Time Favorites from My Life in Food
"Nelson, Thomas, Inc.",3/6/18,Kathie Lee Gifford,"The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began"
"Scholastic, Inc.",7/25/06,J. K. Rowling,Harry Potter and the Half-Blood Prince (Harry Potter Series #6)
"Scholastic, Inc.",9/11/01,J. K. Rowling,Harry Potter and the Prisoner of Azkaban (Harry Potter Series #3)
Random House Children's Books,1/28/65,Dr. Seuss,Fox in Socks
Baker Publishing Group,10/1/11,Bill Johnson,The Essential Guide to Healing: Equipping All Christians to Pray for the Sick
Scribner,4/4/17,Anthony Doerr,All the Light We Cannot See
Howard Books,3/6/18,Roma Downey,Box of Butterflies: Discovering the Unexpected Blessings All Around Us
"Barbour Publishing, Incorporated",2/28/08,Paul Kent,Know Your Bible: All 66 Books Explained and Applied
Random House Children's Books,3/28/61,P. D. Eastman,"Go, Dog. Go!"
Penguin Young Readers Group,10/10/17,John Green,Turtles All the Way Down
Random House Children's Books,8/28/60,Dr. Seuss,Green Eggs and Ham
Random House Children's Books,3/28/60,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish"
Knowledge in a Nutshell Inc.,5/1/16,Charles Reichblum,The All-Time Book of Fascinating Facts
"Scholastic, Inc.",9/1/02,Dav Pilkey,The All New Captain Underpants Extra-Crunchy Book O' Fun 2
Barnes & Noble,3/27/15,Lewis Carroll,Alice's Adventures in Wonderland and Through the Looking-Glass (Barnes & Noble Collectible Editions)
Harlequin,1/30/18,Diana Palmer,All That Glitters
Random House Publishing Group,3/6/18,Elizabeth J. Church,All the Beautiful Girls: A Novel
"Scholastic, Inc.",7/7/09,J. K. Rowling,"Harry Potter Paperback Boxed Set, Books 1-7"
Grand Central Publishing,6/18/17,Jodi Ellen Malpas,All I Am: Drew's Story (A This Man Novella)
Square Fish,5/1/07,Madeleine L'Engle,Many Waters (Time Quintet Series #4)
MIRA Books,12/18/17,Steve Berry,The Devils' Due
Orbit,4/28/15,M. R. Carey,The Girl With All the Gifts
HarperCollins Publishers,8/1/00,C. S. Lewis,The Chronicles of Narnia Boxed Set (Collector's Edition)
Simon & Schuster Books For Young Readers,1/26/16,Jenny Han,To All the Boys I've Loved Before
"Scholastic, Inc.",8/28/00,J. K. Rowling,Harry Potter and the Chamber of Secrets (Harry Potter Series #2)
Katie McCoy Books,11/28/17,Katie McCoy,Heartthrob
Square Fish,5/1/07,Madeleine L'Engle,A Swiftly Tilting Planet (Time Quintet Series #3)
Lulu.com,2/24/18,Helen Hardt,Steel Brothers: All Nine
Random House Publishing Group,5/4/04,Robert Fulghum,All I Really Need to Know I Learned in Kindergarten
"Scholastic, Inc.",9/8/99,J. K. Rowling,Harry Potter and the Sorcerer's Stone (Harry Potter Series #1)
Penguin Young Readers Group,9/5/17,Victoria Jamieson,All's Faire in Middle School
Random House Publishing Group,1/23/18,Danielle Steel,Against All Odds
Random House Children's Books,8/28/60,Dr. Seuss,Dr. Seuss's ABC
Random House Children's Books,9/28/74,Dr. Seuss,Wacky Wednesday
Time Inc. Books,6/10/14,The Editors of Sports Illustrated Kids,Big Book of WHO All-Stars
Random House Children's Books,3/28/61,Dr. Seuss,Ten Apples Up on Top!
Random House Children's Books,8/28/60,Robert Lopshire,Put Me in the Zoo
Random House Children's Books,2/28/63,Dr. Seuss,Hop on Pop
Penguin Publishing Group,5/26/15,Deborah Harkness,The Book of Life (All Souls Trilogy #3)
Random House Children's Books,9/22/09,Dr. Seuss,Dr. Seuss's Beginner Book Collection
Research & Education Association,1/5/15,Gregory Feldmeth,AP® U.S. History All Access Book + Online + Mobile
Random House Children's Books,9/27/11,Dr. Seuss,Dr. Seuss's Second Beginner Book Collection
Random House Children's Books,6/28/60,P. D. Eastman,Are You My Mother?
Grand Central Publishing,1/30/18,Carolyn Brown,Luckiest Cowboy of All: Two full books for the price of one
Rita Hestand,7/31/18,Rita Hestand,All My Yesterdays-Book Three of Cowboy Lovin' Series
HarperCollins Publishers,7/22/14,Michael Bond,Paddington Bear All Day Board Book
Traudl Wöhlke,5/6/16,Pfiffikus,"The Moon, the Sun and All the Constellations- Beginner's Astronomy Lessons for Kids - Children's Astronomy & Space Books"
Season Publishing,8/26/11,Beverley Kendall,"All's Fair in Love & Seduction (The Elusive Lords, Book 2.5)"
Red Iris Books,9/15/13,SM Reine,"Seasons of the Moon Series, Books 1-4: Six Moon Summer, All Hallows' Moon, Long Night Moon, and Gray Moon Rising"
Time Inc. Books,11/7/17,The Editors of Sports Illustrated Kids,All-Star Activity Book (A Sports Illustrated Kids Book)
Robert Reed Publishers,1/1/10,Lesley Tierra,A Kid's Herb Book for Children of All Ages
Wiley,8/11/14,Hal Leonard Corporation,"Guitar All-In-One For Dummies, Book + Online Video & Audio Instruction"
CreateSpace Publishing,8/12/17,Anthony Curcio,"NFL All Stars 2018: The Ultimate Football Coloring, Stats and Activity Book for Adults and Kids!"
Random House Children's Books,8/28/65,Dr. Seuss,I Wish That I Had Duck Feet
Random House Children's Books,2/28/62,Joan Heilbroner,Robert the Rose Horse
Random House Children's Books,7/28/15,Dr. Seuss,The Big Orange Book of Beginner Books
Potter/TenSpeed/Harmony,1/28/98,Philipp Keel,"All About Me: The Story of Your Life, a Unique Question & Answer Book"
Random House Children's Books,1/6/15,Dr. Seuss,El gato ensombrerado (The Cat in the Hat Spanish Edition)
Random House Children's Books,8/28/75,Dr. Seuss,"Oh, the Thinks You Can Think!"
Adams Media,12/18/10,Connie Diekman,The Everything Mediterranean Diet Book: All you need to lose weight and stay healthy!
Random House Children's Books,9/28/58,P. D. Eastman,Sam and the Firefly
Running Press Book Publishers,9/28/81,Margery Williams,"Velveteen Rabbit Deluxe Cloth Edition Or, How Toys Become Real"
Penguin Young Readers Group,6/6/17,Sarah Dessen,Once and for All
Time Inc. Books,5/31/16,Ball Home Canning Test Kitchen,"The All New Ball Book Of Canning And Preserving: Over 350 of the Best Canned, Jammed, Pickled, and Preserved Recipes"
Potter/TenSpeed/Harmony,1/11/00,Philipp Keel,"All About Us: For the Two of You, a Question Book for Couples"
Random House Children's Books,9/28/58,Mike McClintock,A Fly Went By
Penguin Publishing Group,5/8/18,Deborah Harkness,"The World of All Souls: The Complete Guide to A Discovery of Witches, Shadow of Night, and The Book of Life"
Random House Children's Books,10/28/78,Dr. Seuss,I Can Read with My Eyes Shut!
Random House Children's Books,9/28/83,Marilyn Sadler,It's Not Easy Being a Bunny
HarperCollins Publishers,3/28/99,Margery Williams,"The Velveteen Rabbit: Or, How Toys Become Real"
Time Inc. Books,8/8/17,Gary Gramling,The Football Fanbook: Everything You Need to Become a Gridiron Know-it-All (A Sports Illustrated Kids Book)
Random House Children's Books,8/28/61,Helen Palmer,A Fish Out of Water
Random House Children's Books,9/28/75,Rosetta Stone,Because a Little Bug Went Ka-Choo!
Random House Children's Books,10/28/87,Dr. Seuss,I Am Not Going to Get Up Today!
CreateSpace Publishing,9/4/15,Test Master Press Florida,FLORIDA TEST PREP Mathematics Quiz Book FSA Mathematics Grade 3: Covers all the Skills of the Mathematics Florida Standards (MAFS)
"Phoenix International, Inc.",7/15/16,Editors of Phoenix International,Disney Me Reader Electronic Reader and 8-Book Library: Reads all 8 Books aloud!
Random House Children's Books,8/28/64,P. D. Eastman,The Cat in the Hat Beginner Book Dictionary
Penguin Young Readers Group,3/24/03,Craig Dorfman,I Knew You Could!: A Book for All the Stops in Your Life
Alfred Music,8/1/94,Willard A. Palmer,"Alfred's Basic Adult All-in-One Piano Course, Bk 1: Book & CD / Edition 1"
"Fox Chapel Publishing Company, Incorporated",9/30/06,Lora S. Irish,"Great Book of Woodburning: Pyrography Techniques, Patterns and Projects for all Skill Levels"
Penguin Publishing Group,11/3/15,Ellery Adams,Writing All Wrongs (Books by the Bay Series #7)
"Peter Pauper Press, Incorporated",3/28/06,Peter Pauper Press Editors,Solar System Scratch & Sketch: An Art Activity Book for Inquisitive Artists and Astronauts of All Ages
CreateSpace Publishing,5/21/17,Toddler Coloring Book,"Fabulous Coloring Book for Toddler Girls: Preschool Activity Book for Kids Ages 2-4, with Coloring Pages of Toys, Baby Animals, Cupcakes, and All Little Girl's Favorite Things!"
CreateSpace Publishing,12/9/16,Anthony Curcio,"NHL All Stars 2017: Hockey Coloring and Activity Book for Adults and Kids: feat. Crosby, Ovechkin, Toews, Price, Stamkos, Tavares, Subban and 30 more!"
Adams Media,8/3/16,Greg Jacobs,"The Everything Kids' Football Book: All-time Greats, Legendary Teams, and Today's Favorite Players--with Tips on Playing Like a Pro"
CreateSpace Publishing,9/26/16,Anthony Curcio,Stephen Curry and the NBA All Stars: Basketball Coloring Book for Kids
Faber Piano Adventures®,1/1/02,Nancy Faber,Adult Piano Adventures All-in-One Piano Course Book 1: Book with Media Online
Random House Children's Books,1/28/97,Marilyn Sadler,Honey Bunny Funnybunny
ABRAMS,8/23/16,Jo Witek,All My Treasures: A Book of Joy
Random House Children's Books,10/28/79,Dr. Seuss,Oh Say Can You Say?
Stenhouse Publishers,4/28/09,Gail Boushey,The CAFE Book: Engaging All Students in Daily Literacy Assessment and Instruction
